jabuka	19.6.2020	Novi Sad	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	17.6.2020	Kragujevac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	17.6.2020	Sremska Mitrovica	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Crveni voćni pauk (Panonychus ulmi); Obična grinja (tetranychus urticae)
jabuka	16.6.2020	Vršac	Pepelnica jabuke (podosphaera leucotricha); Čađava krastavost jabuke (venturia inaequalis)
jabuka	16.6.2020	Vrbas	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	16.6.2020	Pirot	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Lisne vaši na ratarskim usevima (aphididae); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Jabukin smotavac (Carpocapsa pomonella); Bakteriozna plamenjača jabuke i kruške (erwinia amylovora)
jabuka	15.6.2020	Senta	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	14.6.2020	Ruma	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	14.6.2020	Subotica	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	13.6.2020	Smederevo	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabučna pepeljasta vaš (Dysaphis plantaginea); Miner okruglih mina jabuke (leucoptera scitella); Bakteriozna plamenjača jabuke i kruške (erwinia amylovora)
jabuka	13.6.2020	Leskovac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	12.6.2020	Zrenjanin	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	12.6.2020	Čačak	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	12.6.2020	Kruševac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	11.6.2020	Niš	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	11.6.2020	Jagodina	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	11.6.2020	Pančevo	Čađava krastavost plodova kruške (venturia pirina); Pepelnica jabuke (podosphaera leucotricha)
jabuka	10.6.2020	Užice	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	10.6.2020	Novi Sad	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha)
jabuka	8.6.2020	Kragujevac	Čađava krastavost jabuke (venturia inaequalis); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Pepelnica jabuke (podosphaera leucotricha)
jabuka	8.6.2020	Mladenovac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	6.6.2020	Pirot	Čađava krastavost plodova kruške (venturia pirina); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Pepelnica jabuke (podosphaera leucotricha)
jabuka	5.6.2020	Vrbas	Čađava krastavost jabuke (venturia inaequalis); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	5.6.2020	Kikinda	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	5.6.2020	Požarevac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	5.6.2020	Kraljevo	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	4.6.2020	Ruma	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	4.6.2020	Jagodina	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae)
jabuka	4.6.2020	Čačak	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	4.6.2020	Sremska Mitrovica	Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella); Čađava krastavost jabuke (venturia inaequalis)
jabuka	4.6.2020	Vršac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	4.6.2020	Valjevo	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	3.6.2020	Subotica	Bakteriozna plamenjača jabuke i kruške (erwinia amylovora)
jabuka	3.6.2020	Leskovac	Čađava krastavost jabuke (venturia inaequalis); Pepelnica jabuke (podosphaera leucotricha); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Jabukin smotavac (Carpocapsa pomonella)
jabuka	3.6.2020	Svi regioni	Bakteriozna plamenjača jabuke i kruške (erwinia amylovora)
